,Phase,SetSize,FBand,Cluster,Participant,Power
1174,id,2,gamma,Occipital,T23F1,3.409910748963466e-10
1175,id,2,gamma,Occipital,T23F2,4.4915847388444536e-10
1176,id,2,gamma,Occipital,T25F1,3.253519566601824e-10
1177,id,2,gamma,Occipital,T9F2,5.245628624626465e-10
1178,id,2,gamma,Occipital,W10F2,1.0084732110516364e-09
1179,id,2,gamma,Occipital,W17M2,2.380075451992781e-10
1180,id,2,gamma,All,F12F2,4.5689379145823126e-10
1181,id,2,gamma,All,F12M1,4.968778912829002e-10
1182,id,2,gamma,All,F19M1,1.932694029308135e-10
1183,id,2,gamma,All,F26F2,6.488895311516334e-10
1184,id,2,gamma,All,F5M1,2.4475822607337155e-08
1185,id,2,gamma,All,M22F2,6.072296643504362e-10
1186,id,2,gamma,All,M8M1,1.2345368266411073e-09
1187,id,2,gamma,All,M8M2,1.934617299748314e-09
1188,id,2,gamma,All,S20M1,8.177821133012546e-10
1189,id,2,gamma,All,S21F1,1.131370596206596e-09
1190,id,2,gamma,All,T11F1,1.504967610245794e-09
1191,id,2,gamma,All,T16F2,2.8712354341367186e-10
1192,id,2,gamma,All,T18F2,4.67326600565275e-10
1193,id,2,gamma,All,T18M1,3.5455042805756245e-09
1194,id,2,gamma,All,T23F1,1.1178256598380055e-09
1195,id,2,gamma,All,T23F2,1.2223887090704308e-09
1196,id,2,gamma,All,T25F1,8.347186396756792e-10
1197,id,2,gamma,All,T9F2,1.0306502174602851e-09
1198,id,2,gamma,All,W10F2,1.1073395948095574e-09
1199,id,2,gamma,All,W17M2,3.5948451921254604e-10
1200,id,3,delta,Frontal,F12F2,5.360362491166024e-08
1201,id,3,delta,Frontal,F12M1,1.8961178159290862e-06
1202,id,3,delta,Frontal,F19M1,1.1836929835035514e-08
1203,id,3,delta,Frontal,F26F2,3.3878649892939015e-07
1204,id,3,delta,Frontal,F5M1,9.13061768752894e-06
1205,id,3,delta,Frontal,M22F2,3.0387339896143377e-07
1206,id,3,delta,Frontal,M8M1,1.0407988307378942e-07
1207,id,3,delta,Frontal,M8M2,4.799304799733277e-07
1208,id,3,delta,Frontal,S20M1,5.090463299911411e-08
1209,id,3,delta,Frontal,S21F1,6.109144346779775e-08
1210,id,3,delta,Frontal,T11F1,4.7542364385299856e-08
1211,id,3,delta,Frontal,T16F2,5.229796416553407e-08
1212,id,3,delta,Frontal,T18F2,3.413487822329499e-07
1213,id,3,delta,Frontal,T18M1,7.608398738633419e-08
1214,id,3,delta,Frontal,T23F1,3.598025503385734e-07
1215,id,3,delta,Frontal,T23F2,3.9073954651630857e-07
1216,id,3,delta,Frontal,T25F1,3.187908667223701e-07
1217,id,3,delta,Frontal,T9F2,1.1853619309171885e-07
1218,id,3,delta,Frontal,W10F2,1.4698059406724978e-07
1219,id,3,delta,Frontal,W17M2,6.564661463864787e-08
1220,id,3,delta,Central,F12F2,1.7448778631285723e-08
1221,id,3,delta,Central,F12M1,2.714733655453468e-07
1222,id,3,delta,Central,F19M1,1.1291407184199265e-08
1223,id,3,delta,Central,F26F2,5.1232893365036884e-08
1224,id,3,delta,Central,F5M1,9.213398241167241e-06
1225,id,3,delta,Central,M22F2,5.1837284660842685e-08
1226,id,3,delta,Central,M8M1,2.0081769700715748e-08
1227,id,3,delta,Central,M8M2,5.829761298202588e-08
1228,id,3,delta,Central,S20M1,2.0041969641512633e-08
1229,id,3,delta,Central,S21F1,2.2372214533057043e-08
1230,id,3,delta,Central,T11F1,2.9090017839934077e-08
1231,id,3,delta,Central,T16F2,2.6281886803958103e-08
1232,id,3,delta,Central,T18F2,3.915056633222386e-08
1233,id,3,delta,Central,T18M1,1.9920865389611105e-08
1234,id,3,delta,Central,T23F1,8.736117487055156e-08
1235,id,3,delta,Central,T23F2,6.715979517831559e-08
1236,id,3,delta,Central,T25F1,5.1222088453130494e-08
1237,id,3,delta,Central,T9F2,3.1664752904764906e-08
1238,id,3,delta,Central,W10F2,4.397632964939597e-08
1239,id,3,delta,Central,W17M2,2.4238120721504137e-08
1240,id,3,delta,Temporal,F12F2,9.034185377547706e-09
1241,id,3,delta,Temporal,F12M1,2.1362323848242518e-07
1242,id,3,delta,Temporal,F19M1,6.36428386135556e-09
1243,id,3,delta,Temporal,F26F2,3.730261670591682e-08
1244,id,3,delta,Temporal,F5M1,9.12285831218933e-06
1245,id,3,delta,Temporal,M22F2,3.7217465300587145e-08
1246,id,3,delta,Temporal,M8M1,1.263352932527535e-08
1247,id,3,delta,Temporal,M8M2,4.7831706529970344e-08
1248,id,3,delta,Temporal,S20M1,1.1619411358256438e-08
1249,id,3,delta,Temporal,S21F1,1.453286597840711e-08
1250,id,3,delta,Temporal,T11F1,2.1769823641270938e-08
1251,id,3,delta,Temporal,T16F2,2.6144560406333556e-08
1252,id,3,delta,Temporal,T18F2,2.7737225964262315e-08
1253,id,3,delta,Temporal,T18M1,3.1248320031292903e-08
1254,id,3,delta,Temporal,T23F1,6.522484227381315e-08
1255,id,3,delta,Temporal,T23F2,3.885754538185005e-08
1256,id,3,delta,Temporal,T25F1,3.349552647903082e-08
1257,id,3,delta,Temporal,T9F2,2.619152461725021e-08
1258,id,3,delta,Temporal,W10F2,3.223062420423873e-08
1259,id,3,delta,Temporal,W17M2,1.5612466459689827e-08
1260,id,3,delta,Parietal,F12F2,1.2964129211376777e-08
1261,id,3,delta,Parietal,F12M1,8.946699712903744e-08
1262,id,3,delta,Parietal,F19M1,1.0429388601850433e-08
1263,id,3,delta,Parietal,F26F2,2.5991152847886882e-08
1264,id,3,delta,Parietal,F5M1,9.30303142734571e-06
1265,id,3,delta,Parietal,M22F2,2.8022228208218934e-08
1266,id,3,delta,Parietal,M8M1,9.924930948987263e-09
1267,id,3,delta,Parietal,M8M2,2.6224774041917274e-08
1268,id,3,delta,Parietal,S20M1,1.1975614674396737e-08
1269,id,3,delta,Parietal,S21F1,1.7090980501899193e-08
1270,id,3,delta,Parietal,T11F1,2.168514305131499e-08
1271,id,3,delta,Parietal,T16F2,1.956697530831718e-08
1272,id,3,delta,Parietal,T18F2,1.8690416953991097e-08
1273,id,3,delta,Parietal,T18M1,1.0692069327577187e-08
1274,id,3,delta,Parietal,T23F1,4.551460858637474e-08
1275,id,3,delta,Parietal,T23F2,3.786884389892162e-08
1276,id,3,delta,Parietal,T25F1,2.385813852097776e-08
1277,id,3,delta,Parietal,T9F2,2.6386995744619416e-08
1278,id,3,delta,Parietal,W10F2,2.9300474268761188e-08
1279,id,3,delta,Parietal,W17M2,1.6912177537508152e-08
1280,id,3,delta,Occipital,F12F2,1.3097649769467027e-08
1281,id,3,delta,Occipital,F12M1,3.90630763961625e-08
1282,id,3,delta,Occipital,F19M1,9.016666978781044e-09
1283,id,3,delta,Occipital,F26F2,1.7438749018438906e-08
1284,id,3,delta,Occipital,F5M1,9.382812501794641e-06
1285,id,3,delta,Occipital,M22F2,2.19900279998232e-08
1286,id,3,delta,Occipital,M8M1,7.750420417987846e-09
1287,id,3,delta,Occipital,M8M2,1.8729805421975714e-08
1288,id,3,delta,Occipital,S20M1,1.0419683939840278e-08
1289,id,3,delta,Occipital,S21F1,1.8395561953074008e-08
1290,id,3,delta,Occipital,T11F1,2.0279623135904695e-08
1291,id,3,delta,Occipital,T16F2,1.9231861949461566e-08
1292,id,3,delta,Occipital,T18F2,1.565038498610912e-08
1293,id,3,delta,Occipital,T18M1,8.194338841800246e-09
1294,id,3,delta,Occipital,T23F1,3.600718584950337e-08
1295,id,3,delta,Occipital,T23F2,4.09435343852462e-08
1296,id,3,delta,Occipital,T25F1,1.9457941137913133e-08
1297,id,3,delta,Occipital,T9F2,2.480522985644683e-08
1298,id,3,delta,Occipital,W10F2,2.931775315450719e-08
1299,id,3,delta,Occipital,W17M2,1.1906375242851605e-08
1300,id,3,delta,All,F12F2,2.5429704879731286e-08
1301,id,3,delta,All,F12M1,6.589964947729529e-07
1302,id,3,delta,All,F19M1,1.0486790110053834e-08
1303,id,3,delta,All,F26F2,1.2133629392852538e-07
1304,id,3,delta,All,F5M1,9.226107210531715e-06
1305,id,3,delta,All,M22F2,1.1233797682496292e-07
1306,id,3,delta,All,M8M1,3.928768483380287e-08
1307,id,3,delta,All,M8M2,1.6427885937655236e-07
1308,id,3,delta,All,S20M1,2.5065030543854632e-08
1309,id,3,delta,All,S21F1,3.082296236564577e-08
1310,id,3,delta,All,T11F1,3.0612644639543435e-08
1311,id,3,delta,All,T16F2,3.1056355420555605e-08
1312,id,3,delta,All,T18F2,1.1620943604720933e-07
1313,id,3,delta,All,T18M1,3.196206851690374e-08
1314,id,3,delta,All,T23F1,1.4663352704990794e-07
1315,id,3,delta,All,T23F2,1.4585786364442657e-07
1316,id,3,delta,All,T25F1,1.1506431331829418e-07
1317,id,3,delta,All,T9F2,5.372449981020006e-08
1318,id,3,delta,All,W10F2,6.68775589789489e-08
1319,id,3,delta,All,W17M2,3.19442968174849e-08
1320,id,3,theta,Frontal,F12F2,1.1952150087709901e-08
1321,id,3,theta,Frontal,F12M1,1.2746396162391812e-07
1322,id,3,theta,Frontal,F19M1,3.886574873915923e-09
1323,id,3,theta,Frontal,F26F2,6.676868033873574e-08
1324,id,3,theta,Frontal,F5M1,1.9956874958272194e-06
1325,id,3,theta,Frontal,M22F2,4.2023909961090215e-08
1326,id,3,theta,Frontal,M8M1,9.714540406931668e-09
1327,id,3,theta,Frontal,M8M2,8.539310489084061e-08
1328,id,3,theta,Frontal,S20M1,8.627911599706825e-09
1329,id,3,theta,Frontal,S21F1,1.4767639933332786e-08
1330,id,3,theta,Frontal,T11F1,1.518667153747013e-08
1331,id,3,theta,Frontal,T16F2,1.6632988441420692e-08
1332,id,3,theta,Frontal,T18F2,5.085894681897073e-08
1333,id,3,theta,Frontal,T18M1,1.4623454695423012e-08
1334,id,3,theta,Frontal,T23F1,5.788458257202063e-08
1335,id,3,theta,Frontal,T23F2,8.896148542740959e-08
1336,id,3,theta,Frontal,T25F1,6.341156090705425e-08
1337,id,3,theta,Frontal,T9F2,3.410210535936567e-08
1338,id,3,theta,Frontal,W10F2,4.26060332703473e-08
1339,id,3,theta,Frontal,W17M2,1.727656923769538e-08
1340,id,3,theta,Central,F12F2,5.251422295537399e-09
1341,id,3,theta,Central,F12M1,2.07726976315292e-08
1342,id,3,theta,Central,F19M1,3.343603526372939e-09
1343,id,3,theta,Central,F26F2,1.4125864701532935e-08
1344,id,3,theta,Central,F5M1,1.977198176495172e-06
1345,id,3,theta,Central,M22F2,1.2041604639355059e-08
1346,id,3,theta,Central,M8M1,3.833728013440966e-09
1347,id,3,theta,Central,M8M2,1.6715070281564284e-08
1348,id,3,theta,Central,S20M1,4.577546490394346e-09
1349,id,3,theta,Central,S21F1,6.422646135559987e-09
1350,id,3,theta,Central,T11F1,1.0349867415837401e-08
1351,id,3,theta,Central,T16F2,1.3092960517490465e-08
1352,id,3,theta,Central,T18F2,7.235074493750149e-09
1353,id,3,theta,Central,T18M1,4.303350421731811e-09
1354,id,3,theta,Central,T23F1,1.3115080013074768e-08
1355,id,3,theta,Central,T23F2,1.9802824707983498e-08
1356,id,3,theta,Central,T25F1,1.4538020836625864e-08
1357,id,3,theta,Central,T9F2,8.432829786280844e-09
1358,id,3,theta,Central,W10F2,3.2461651487277e-08
1359,id,3,theta,Central,W17M2,7.170431774248506e-09
1360,id,3,theta,Temporal,F12F2,2.5833740986758278e-09
1361,id,3,theta,Temporal,F12M1,1.5446669605208568e-08
1362,id,3,theta,Temporal,F19M1,1.7424299590144873e-09
1363,id,3,theta,Temporal,F26F2,8.666882325979475e-09
1364,id,3,theta,Temporal,F5M1,1.9962468078857907e-06
1365,id,3,theta,Temporal,M22F2,7.1952632974721266e-09
1366,id,3,theta,Temporal,M8M1,1.9683206461158935e-09
1367,id,3,theta,Temporal,M8M2,9.849427277577147e-09
1368,id,3,theta,Temporal,S20M1,2.7250408412910146e-09
1369,id,3,theta,Temporal,S21F1,3.8608204587994725e-09
1370,id,3,theta,Temporal,T11F1,6.747024062718688e-09
1371,id,3,theta,Temporal,T16F2,9.922862908466478e-09
1372,id,3,theta,Temporal,T18F2,4.483899306007014e-09
1373,id,3,theta,Temporal,T18M1,4.058073895566381e-09
1374,id,3,theta,Temporal,T23F1,9.201448920821486e-09
1375,id,3,theta,Temporal,T23F2,8.805049171598444e-09
1376,id,3,theta,Temporal,T25F1,8.837999611286426e-09
1377,id,3,theta,Temporal,T9F2,5.2398220374595255e-09
1378,id,3,theta,Temporal,W10F2,1.5582747838778277e-08
1379,id,3,theta,Temporal,W17M2,4.255892769756899e-09
1380,id,3,theta,Parietal,F12F2,3.982532196680607e-09
1381,id,3,theta,Parietal,F12M1,7.753818002554575e-09
1382,id,3,theta,Parietal,F19M1,2.571074763213342e-09
1383,id,3,theta,Parietal,F26F2,8.587742591702038e-09
1384,id,3,theta,Parietal,F5M1,2.0112435986029446e-06
1385,id,3,theta,Parietal,M22F2,8.820760091386498e-09
1386,id,3,theta,Parietal,M8M1,2.4641415323908073e-09
1387,id,3,theta,Parietal,M8M2,9.444274354243078e-09
1388,id,3,theta,Parietal,S20M1,3.403001221755196e-09
1389,id,3,theta,Parietal,S21F1,4.823924102674659e-09
1390,id,3,theta,Parietal,T11F1,8.095079394613178e-09
1391,id,3,theta,Parietal,T16F2,9.634439878733299e-09
1392,id,3,theta,Parietal,T18F2,4.882995125912669e-09
1393,id,3,theta,Parietal,T18M1,2.5001922953521484e-09
1394,id,3,theta,Parietal,T23F1,7.0424508747022395e-09
1395,id,3,theta,Parietal,T23F2,1.3361636419601122e-08
1396,id,3,theta,Parietal,T25F1,6.98909074829683e-09
1397,id,3,theta,Parietal,T9F2,5.3569812257458446e-09
1398,id,3,theta,Parietal,W10F2,2.7816527287760854e-08
1399,id,3,theta,Parietal,W17M2,5.091828856268666e-09
1400,id,3,theta,Occipital,F12F2,4.101050627955426e-09
1401,id,3,theta,Occipital,F12M1,4.801471846189752e-09
1402,id,3,theta,Occipital,F19M1,2.1294326135944736e-09
1403,id,3,theta,Occipital,F26F2,6.2651356819909624e-09
1404,id,3,theta,Occipital,F5M1,2.0335555846698236e-06
1405,id,3,theta,Occipital,M22F2,8.142572076359184e-09
1406,id,3,theta,Occipital,M8M1,2.573567811348038e-09
1407,id,3,theta,Occipital,M8M2,7.082286858445657e-09
1408,id,3,theta,Occipital,S20M1,3.3087595114751535e-09
1409,id,3,theta,Occipital,S21F1,5.229925753232167e-09
1410,id,3,theta,Occipital,T11F1,7.596604865462997e-09
1411,id,3,theta,Occipital,T16F2,8.969308715572586e-09
1412,id,3,theta,Occipital,T18F2,5.877566615649313e-09
1413,id,3,theta,Occipital,T18M1,1.9620915929278666e-09
1414,id,3,theta,Occipital,T23F1,6.778305590034526e-09
1415,id,3,theta,Occipital,T23F2,1.441653940577241e-08
1416,id,3,theta,Occipital,T25F1,5.383734207917579e-09
1417,id,3,theta,Occipital,T9F2,4.785764462457718e-09
1418,id,3,theta,Occipital,W10F2,2.5694067189145835e-08
1419,id,3,theta,Occipital,W17M2,3.4270755455605944e-09
1420,id,3,theta,All,F12F2,6.514598698144163e-09
1421,id,3,theta,All,F12M1,4.573611722988231e-08
1422,id,3,theta,All,F19M1,3.043668721598427e-09
1423,id,3,theta,All,F26F2,2.6371596893567928e-08
1424,id,3,theta,All,F5M1,1.9990344203065596e-06
1425,id,3,theta,All,M22F2,1.884824471786418e-08
1426,id,3,theta,All,M8M1,4.849309935086936e-09
1427,id,3,theta,All,M8M2,3.276510667150131e-08
1428,id,3,theta,All,S20M1,5.129779878144212e-09
1429,id,3,theta,All,S21F1,8.033858318835193e-09
1430,id,3,theta,All,T11F1,1.052164603625017e-08
1431,id,3,theta,All,T16F2,1.2513788519608339e-08
1432,id,3,theta,All,T18F2,1.8609483717381346e-08
1433,id,3,theta,All,T18M1,6.410467890614068e-09
1434,id,3,theta,All,T23F1,2.3254006626265128e-08
1435,id,3,theta,All,T23F2,3.609930974523147e-08
1436,id,3,theta,All,T25F1,2.5051728177131326e-08
1437,id,3,theta,All,T9F2,1.4302331292156458e-08
1438,id,3,theta,All,W10F2,3.20666176473151e-08
1439,id,3,theta,All,W17M2,8.892904108174212e-09
1440,id,3,alpha,Frontal,F12F2,2.7975229882067506e-09
1441,id,3,alpha,Frontal,F12M1,8.518689803619711e-09
1442,id,3,alpha,Frontal,F19M1,2.9643343448192425e-09
1443,id,3,alpha,Frontal,F26F2,6.75538298870367e-09
1444,id,3,alpha,Frontal,F5M1,5.309423619857203e-07
1445,id,3,alpha,Frontal,M22F2,7.913130569444039e-09
1446,id,3,alpha,Frontal,M8M1,1.998444882665731e-09
1447,id,3,alpha,Frontal,M8M2,1.0377638058537458e-08
1448,id,3,alpha,Frontal,S20M1,3.243876791802683e-09
1449,id,3,alpha,Frontal,S21F1,3.4665796217954036e-09
1450,id,3,alpha,Frontal,T11F1,5.624470656850498e-09
1451,id,3,alpha,Frontal,T16F2,5.147488392749351e-09
1452,id,3,alpha,Frontal,T18F2,7.0006404922949545e-09
1453,id,3,alpha,Frontal,T18M1,2.5469703436234277e-09
1454,id,3,alpha,Frontal,T23F1,5.980215533219944e-09
1455,id,3,alpha,Frontal,T23F2,1.2257769346378712e-08
1456,id,3,alpha,Frontal,T25F1,1.1997764759301422e-08
1457,id,3,alpha,Frontal,T9F2,5.318402337102886e-09
1458,id,3,alpha,Frontal,W10F2,1.9600978033952824e-08
1459,id,3,alpha,Frontal,W17M2,4.437507008778748e-09
1460,id,3,alpha,Central,F12F2,2.400911455631175e-09
1461,id,3,alpha,Central,F12M1,5.056478577411228e-09
1462,id,3,alpha,Central,F19M1,3.969505932496827e-09
1463,id,3,alpha,Central,F26F2,3.148397359607169e-09
1464,id,3,alpha,Central,F5M1,5.26493691859314e-07
1465,id,3,alpha,Central,M22F2,6.015798976123922e-09
1466,id,3,alpha,Central,M8M1,1.1734037904050125e-09
1467,id,3,alpha,Central,M8M2,5.745792859639375e-09
1468,id,3,alpha,Central,S20M1,2.5737213304447134e-09
1469,id,3,alpha,Central,S21F1,1.976695477509746e-09
1470,id,3,alpha,Central,T11F1,5.9799637050107115e-09
1471,id,3,alpha,Central,T16F2,4.850884161201813e-09
1472,id,3,alpha,Central,T18F2,3.58348894632916e-09
1473,id,3,alpha,Central,T18M1,1.519801850720376e-09
1474,id,3,alpha,Central,T23F1,3.494788701241885e-09
1475,id,3,alpha,Central,T23F2,9.944259442397183e-09
1476,id,3,alpha,Central,T25F1,1.1299315612503454e-08
1477,id,3,alpha,Central,T9F2,3.0985569386853384e-09
1478,id,3,alpha,Central,W10F2,2.3459050675357803e-08
1479,id,3,alpha,Central,W17M2,4.193140969223501e-09
1480,id,3,alpha,Temporal,F12F2,1.4131340940494748e-09
1481,id,3,alpha,Temporal,F12M1,3.247024868490952e-09
1482,id,3,alpha,Temporal,F19M1,2.171735210839107e-09
1483,id,3,alpha,Temporal,F26F2,2.006190244513963e-09
1484,id,3,alpha,Temporal,F5M1,5.460454539355144e-07
1485,id,3,alpha,Temporal,M22F2,3.8480908735242274e-09
1486,id,3,alpha,Temporal,M8M1,4.75781733481273e-10
1487,id,3,alpha,Temporal,M8M2,3.2799801906506064e-09
1488,id,3,alpha,Temporal,S20M1,2.4447818262041405e-09
1489,id,3,alpha,Temporal,S21F1,1.5506157933839467e-09
1490,id,3,alpha,Temporal,T11F1,4.379851800402637e-09
1491,id,3,alpha,Temporal,T16F2,4.6876328587163e-09
1492,id,3,alpha,Temporal,T18F2,1.6356502217167776e-09
1493,id,3,alpha,Temporal,T18M1,1.668478017642795e-09
1494,id,3,alpha,Temporal,T23F1,2.1427646975231867e-09
1495,id,3,alpha,Temporal,T23F2,4.456280601306843e-09
1496,id,3,alpha,Temporal,T25F1,7.165119562920954e-09
1497,id,3,alpha,Temporal,T9F2,2.06650647503916e-09
1498,id,3,alpha,Temporal,W10F2,1.3526411475823931e-08
1499,id,3,alpha,Temporal,W17M2,3.103630427815686e-09
1500,id,3,alpha,Parietal,F12F2,2.2182694454138157e-09
1501,id,3,alpha,Parietal,F12M1,3.5024981843419484e-09
1502,id,3,alpha,Parietal,F19M1,3.0204306887965213e-09
1503,id,3,alpha,Parietal,F26F2,2.7212071739309392e-09
1504,id,3,alpha,Parietal,F5M1,5.346596999034591e-07
1505,id,3,alpha,Parietal,M22F2,6.490963677877401e-09
1506,id,3,alpha,Parietal,M8M1,8.39760952149802e-10
1507,id,3,alpha,Parietal,M8M2,5.198715792733013e-09
1508,id,3,alpha,Parietal,S20M1,2.155262640195733e-09
1509,id,3,alpha,Parietal,S21F1,1.8331480042169556e-09
1510,id,3,alpha,Parietal,T11F1,4.055596185918177e-09
1511,id,3,alpha,Parietal,T16F2,4.624402687412498e-09
1512,id,3,alpha,Parietal,T18F2,2.6693046518826892e-09
1513,id,3,alpha,Parietal,T18M1,1.3050708093586993e-09
1514,id,3,alpha,Parietal,T23F1,2.9832562480300664e-09
1515,id,3,alpha,Parietal,T23F2,1.2267704388496548e-08
1516,id,3,alpha,Parietal,T25F1,8.284316867563082e-09
1517,id,3,alpha,Parietal,T9F2,2.397735379647028e-09
1518,id,3,alpha,Parietal,W10F2,2.3113818415185907e-08
1519,id,3,alpha,Parietal,W17M2,3.234699974656972e-09
1520,id,3,alpha,Occipital,F12F2,2.6815670353915596e-09
1521,id,3,alpha,Occipital,F12M1,3.3027842286822087e-09
1522,id,3,alpha,Occipital,F19M1,2.258219105172323e-09
1523,id,3,alpha,Occipital,F26F2,2.38228631931107e-09
1524,id,3,alpha,Occipital,F5M1,5.308287730485783e-07
1525,id,3,alpha,Occipital,M22F2,8.490956479129173e-09
1526,id,3,alpha,Occipital,M8M1,8.364606398166396e-10
1527,id,3,alpha,Occipital,M8M2,4.96365699878471e-09
1528,id,3,alpha,Occipital,S20M1,2.02877883305566e-09
1529,id,3,alpha,Occipital,S21F1,2.2944680170376926e-09
1530,id,3,alpha,Occipital,T11F1,3.3807382906862e-09
1531,id,3,alpha,Occipital,T16F2,4.639220360370536e-09
1532,id,3,alpha,Occipital,T18F2,1.9408224033973506e-09
1533,id,3,alpha,Occipital,T18M1,9.181261957589068e-10
1534,id,3,alpha,Occipital,T23F1,3.0837511271600533e-09
1535,id,3,alpha,Occipital,T23F2,1.463564052683924e-08
1536,id,3,alpha,Occipital,T25F1,5.962003006555808e-09
1537,id,3,alpha,Occipital,T9F2,2.06622824988374e-09
1538,id,3,alpha,Occipital,W10F2,2.006113341758592e-08
1539,id,3,alpha,Occipital,W17M2,1.798886627741009e-09
1540,id,3,alpha,All,F12F2,2.417394458799005e-09
1541,id,3,alpha,All,F12M1,5.307638088049354e-09
1542,id,3,alpha,All,F19M1,3.0919215971224673e-09
1543,id,3,alpha,All,F26F2,3.885570128091696e-09
1544,id,3,alpha,All,F5M1,5.307584788417482e-07
1545,id,3,alpha,All,M22F2,6.689566860410544e-09
1546,id,3,alpha,All,M8M1,1.2297181622482085e-09
1547,id,3,alpha,All,M8M2,6.594106991652023e-09
1548,id,3,alpha,All,S20M1,2.599941282171641e-09
1549,id,3,alpha,All,S21F1,2.3487289700763035e-09
1550,id,3,alpha,All,T11F1,4.9722790137233766e-09
1551,id,3,alpha,All,T16F2,4.817943024423836e-09
1552,id,3,alpha,All,T18F2,3.984540485183415e-09
1553,id,3,alpha,All,T18M1,1.7099655928709688e-09
1554,id,3,alpha,All,T23F1,3.8652011453611395e-09
1555,id,3,alpha,All,T23F2,1.089759506272804e-08
1556,id,3,alpha,All,T25F1,9.629964977617898e-09
1557,id,3,alpha,All,T9F2,3.338203272754278e-09
1558,id,3,alpha,All,W10F2,2.1026046132067545e-08
1559,id,3,alpha,All,W17M2,3.6382702212458658e-09
1560,id,3,beta,Frontal,F12F2,7.49539750049164e-10
1561,id,3,beta,Frontal,F12M1,1.4337642894814087e-09
1562,id,3,beta,Frontal,F19M1,9.935905037598813e-10
1563,id,3,beta,Frontal,F26F2,1.1293945625068974e-09
1564,id,3,beta,Frontal,F5M1,4.9837833635857445e-08
1565,id,3,beta,Frontal,M22F2,1.924786183527812e-09
1566,id,3,beta,Frontal,M8M1,4.348303824212585e-09
1567,id,3,beta,Frontal,M8M2,2.206838627437272e-09
1568,id,3,beta,Frontal,S20M1,1.1450909214453616e-09
1569,id,3,beta,Frontal,S21F1,2.086862901408737e-09
1570,id,3,beta,Frontal,T11F1,2.213025777921876e-09
1571,id,3,beta,Frontal,T16F2,1.393338360612054e-09
1572,id,3,beta,Frontal,T18F2,9.943713474619154e-10
1573,id,3,beta,Frontal,T18M1,1.3501369065254458e-09
1574,id,3,beta,Frontal,T23F1,2.525739064562963e-09
1575,id,3,beta,Frontal,T23F2,2.1422424540351977e-09
1576,id,3,beta,Frontal,T25F1,1.992791618733668e-09
1577,id,3,beta,Frontal,T9F2,1.60968534371385e-09
1578,id,3,beta,Frontal,W10F2,2.105004518562784e-09
1579,id,3,beta,Frontal,W17M2,1.0191263101111572e-09
1580,id,3,beta,Central,F12F2,7.615277775370347e-10
1581,id,3,beta,Central,F12M1,1.138545460395001e-09
1582,id,3,beta,Central,F19M1,9.462454823710322e-10
1583,id,3,beta,Central,F26F2,1.0312029940743952e-09
1584,id,3,beta,Central,F5M1,5.153111378300804e-08
1585,id,3,beta,Central,M22F2,1.1579706742535519e-09
1586,id,3,beta,Central,M8M1,5.32736281595561e-10
1587,id,3,beta,Central,M8M2,1.7097723375953275e-09
1588,id,3,beta,Central,S20M1,9.890186842671672e-10
1589,id,3,beta,Central,S21F1,8.345602108714585e-10
1590,id,3,beta,Central,T11F1,2.1326292788956887e-09
1591,id,3,beta,Central,T16F2,1.1348722839104195e-09
1592,id,3,beta,Central,T18F2,8.894992223746675e-10
1593,id,3,beta,Central,T18M1,1.9073332864646957e-09
1594,id,3,beta,Central,T23F1,1.4167364982285937e-09
1595,id,3,beta,Central,T23F2,1.2719512623261834e-09
1596,id,3,beta,Central,T25F1,1.3722909710695545e-09
1597,id,3,beta,Central,T9F2,1.8908336888618105e-09
1598,id,3,beta,Central,W10F2,1.7344014551033036e-09
1599,id,3,beta,Central,W17M2,8.241703704855213e-10
1600,id,3,beta,Temporal,F12F2,1.5339706368217014e-09
1601,id,3,beta,Temporal,F12M1,1.090092074549438e-09
1602,id,3,beta,Temporal,F19M1,5.850541173081306e-10
1603,id,3,beta,Temporal,F26F2,1.605480635270607e-09
1604,id,3,beta,Temporal,F5M1,6.032463010698941e-08
1605,id,3,beta,Temporal,M22F2,9.486822156161016e-10
1606,id,3,beta,Temporal,M8M1,2.889740720193275e-10
1607,id,3,beta,Temporal,M8M2,1.311350471542256e-09
1608,id,3,beta,Temporal,S20M1,9.357215344530196e-10
1609,id,3,beta,Temporal,S21F1,1.5089124246849652e-09
1610,id,3,beta,Temporal,T11F1,4.070781214530751e-09
1611,id,3,beta,Temporal,T16F2,9.314373235916431e-10
1612,id,3,beta,Temporal,T18F2,6.884360837358189e-10
1613,id,3,beta,Temporal,T18M1,3.8175662722809326e-09
1614,id,3,beta,Temporal,T23F1,1.1004562925953106e-09
1615,id,3,beta,Temporal,T23F2,1.7784828918230042e-09
1616,id,3,beta,Temporal,T25F1,2.040628604837015e-09
1617,id,3,beta,Temporal,T9F2,2.3733872650129792e-09
1618,id,3,beta,Temporal,W10F2,1.6033901276837842e-09
1619,id,3,beta,Temporal,W17M2,8.514582824750372e-10
1620,id,3,beta,Parietal,F12F2,7.335393333783787e-10
1621,id,3,beta,Parietal,F12M1,7.696245640188827e-10
1622,id,3,beta,Parietal,F19M1,6.359040317465494e-10
1623,id,3,beta,Parietal,F26F2,1.352081613540053e-09
1624,id,3,beta,Parietal,F5M1,5.37661300045183e-08
1625,id,3,beta,Parietal,M22F2,8.243371835566113e-10
