,Phase,SetSize,FBand,Cluster,Participant,Power
139,id,1,theta,Frontal,W17M2,4.3187733440243665
140,id,1,theta,Central,F12F2,1.7231147865821201
141,id,1,theta,Central,F12M1,3.6852151663465595
142,id,1,theta,Central,F19M1,1.4635154874739627
143,id,1,theta,Central,F26F2,2.4974502623347354
144,id,1,theta,Central,F5M1,0.972531730482759
145,id,1,theta,Central,M22F2,1.4283671499171375
146,id,1,theta,Central,M8M1,1.2636545247511277
147,id,1,theta,Central,M8M2,1.1492576095606597
148,id,1,theta,Central,S20M1,1.6379662657932978
149,id,1,theta,Central,S21F1,2.1185013777754538
150,id,1,theta,Central,T11F1,1.2223677326502458
151,id,1,theta,Central,T16F2,1.8789370116852822
152,id,1,theta,Central,T18F2,1.061359982835858
153,id,1,theta,Central,T18M1,2.053446970398752
154,id,1,theta,Central,T23F1,0.7779304087910979
155,id,1,theta,Central,T23F2,0.8941379125547135
156,id,1,theta,Central,T25F1,1.918200591764651
157,id,1,theta,Central,T9F2,2.060335373637334
158,id,1,theta,Central,W10F2,1.051466046867314
159,id,1,theta,Central,W17M2,1.904912735536071
160,id,1,theta,Temporal,F12F2,1.5998322539774623
161,id,1,theta,Temporal,F12M1,4.348909614799533
162,id,1,theta,Temporal,F19M1,1.3436583446188306
163,id,1,theta,Temporal,F26F2,2.7866065234717445
164,id,1,theta,Temporal,F5M1,0.972571309504191
165,id,1,theta,Temporal,M22F2,1.8040513789163448
166,id,1,theta,Temporal,M8M1,1.3418232822077965
167,id,1,theta,Temporal,M8M2,1.3631564318239344
168,id,1,theta,Temporal,S20M1,1.500220228186331
169,id,1,theta,Temporal,S21F1,1.8559483885028667
170,id,1,theta,Temporal,T11F1,1.3531017095235975
171,id,1,theta,Temporal,T16F2,2.3954571865925818
172,id,1,theta,Temporal,T18F2,1.0103324114249355
173,id,1,theta,Temporal,T18M1,1.8652061795455677
174,id,1,theta,Temporal,T23F1,0.8876383550438007
175,id,1,theta,Temporal,T23F2,1.1295963550741572
176,id,1,theta,Temporal,T25F1,2.080266520012267
177,id,1,theta,Temporal,T9F2,2.1854792908987224
178,id,1,theta,Temporal,W10F2,1.2290535963568585
179,id,1,theta,Temporal,W17M2,2.1543685461492235
180,id,1,theta,Parietal,F12F2,1.781469974781715
181,id,1,theta,Parietal,F12M1,2.3504722488037793
182,id,1,theta,Parietal,F19M1,1.5667621437077233
183,id,1,theta,Parietal,F26F2,2.1985397009834444
184,id,1,theta,Parietal,F5M1,0.992369880315618
185,id,1,theta,Parietal,M22F2,1.1411974019323847
186,id,1,theta,Parietal,M8M1,1.2999364073049435
187,id,1,theta,Parietal,M8M2,1.0819164313162284
188,id,1,theta,Parietal,S20M1,1.4820397017387583
189,id,1,theta,Parietal,S21F1,1.8832204718521959
190,id,1,theta,Parietal,T11F1,1.3465915320636277
191,id,1,theta,Parietal,T16F2,1.8859978289125812
192,id,1,theta,Parietal,T18F2,1.223591603201035
193,id,1,theta,Parietal,T18M1,1.6758897951182012
194,id,1,theta,Parietal,T23F1,1.000614816430945
195,id,1,theta,Parietal,T23F2,0.9131943131119152
196,id,1,theta,Parietal,T25F1,1.52455474088243
197,id,1,theta,Parietal,T9F2,1.693119015636891
198,id,1,theta,Parietal,W10F2,1.0019656170556868
199,id,1,theta,Parietal,W17M2,1.6613143766444283
200,id,1,theta,Occipital,F12F2,1.7551997829300678
201,id,1,theta,Occipital,F12M1,1.737593977238783
202,id,1,theta,Occipital,F19M1,1.458093462967125
203,id,1,theta,Occipital,F26F2,2.1726605619716706
204,id,1,theta,Occipital,F5M1,1.0075196722745225
205,id,1,theta,Occipital,M22F2,1.0066549786959753
206,id,1,theta,Occipital,M8M1,1.3166312292567763
207,id,1,theta,Occipital,M8M2,1.173759218825598
208,id,1,theta,Occipital,S20M1,1.451896116752369
209,id,1,theta,Occipital,S21F1,1.965421819887708
210,id,1,theta,Occipital,T11F1,1.5218389789411522
211,id,1,theta,Occipital,T16F2,1.8702482435029053
212,id,1,theta,Occipital,T18F2,1.5918881681888832
213,id,1,theta,Occipital,T18M1,1.5901769322642467
214,id,1,theta,Occipital,T23F1,1.0703469415556552
215,id,1,theta,Occipital,T23F2,0.9919531058997855
216,id,1,theta,Occipital,T25F1,1.342428562262606
217,id,1,theta,Occipital,T9F2,1.607472111391493
218,id,1,theta,Occipital,W10F2,1.0288823980844615
219,id,1,theta,Occipital,W17M2,1.5131715395416068
220,id,1,theta,All,F12F2,2.0512629921971754
221,id,1,theta,All,F12M1,7.753751138878339
222,id,1,theta,All,F19M1,1.4565234790450616
223,id,1,theta,All,F26F2,5.772061365584144
224,id,1,theta,All,F5M1,0.9731205868190487
225,id,1,theta,All,M22F2,2.5803615242183238
226,id,1,theta,All,M8M1,1.378131297432922
227,id,1,theta,All,M8M2,2.1096226809537835
228,id,1,theta,All,S20M1,1.8430056685309633
229,id,1,theta,All,S21F1,2.6705332477354116
230,id,1,theta,All,T11F1,1.2818916171505663
231,id,1,theta,All,T16F2,2.0289697190201
232,id,1,theta,All,T18F2,1.2289130973030886
233,id,1,theta,All,T18M1,2.678234512800093
234,id,1,theta,All,T23F1,1.0012692722104222
235,id,1,theta,All,T23F2,1.4110806379801142
236,id,1,theta,All,T25F1,3.0324051469040225
237,id,1,theta,All,T9F2,5.133958279838719
238,id,1,theta,All,W10F2,1.2575919769429666
239,id,1,theta,All,W17M2,2.4984365948176492
240,id,1,alpha,Frontal,F12F2,2.8038197830258467
241,id,1,alpha,Frontal,F12M1,1.9620240600409238
242,id,1,alpha,Frontal,F19M1,1.1401268027501377
243,id,1,alpha,Frontal,F26F2,5.741265295319835
244,id,1,alpha,Frontal,F5M1,1.2805649525086977
245,id,1,alpha,Frontal,M22F2,1.5516148583355833
246,id,1,alpha,Frontal,M8M1,1.0739138147459382
247,id,1,alpha,Frontal,M8M2,1.559942456109275
248,id,1,alpha,Frontal,S20M1,1.4120305076260276
249,id,1,alpha,Frontal,S21F1,1.8168010112777124
250,id,1,alpha,Frontal,T11F1,1.135599654237183
251,id,1,alpha,Frontal,T16F2,1.5125900805021115
252,id,1,alpha,Frontal,T18F2,1.1107047939336185
253,id,1,alpha,Frontal,T18M1,1.9391173684155087
254,id,1,alpha,Frontal,T23F1,0.9473380277787868
255,id,1,alpha,Frontal,T23F2,0.9815883585211479
256,id,1,alpha,Frontal,T25F1,1.539087915489203
257,id,1,alpha,Frontal,T9F2,4.487653426753845
258,id,1,alpha,Frontal,W10F2,1.0486651466610566
259,id,1,alpha,Frontal,W17M2,1.5672454129784972
260,id,1,alpha,Central,F12F2,2.262651555742113
261,id,1,alpha,Central,F12M1,1.414767888230357
262,id,1,alpha,Central,F19M1,1.3881054795161327
263,id,1,alpha,Central,F26F2,1.9770030266826186
264,id,1,alpha,Central,F5M1,1.2915443605277028
265,id,1,alpha,Central,M22F2,1.0145945983402644
266,id,1,alpha,Central,M8M1,1.3082850154069883
267,id,1,alpha,Central,M8M2,1.1685927128231977
268,id,1,alpha,Central,S20M1,1.1704679723750244
269,id,1,alpha,Central,S21F1,1.453554132868399
270,id,1,alpha,Central,T11F1,1.245194263620963
271,id,1,alpha,Central,T16F2,1.1703491255796499
272,id,1,alpha,Central,T18F2,1.288110662441323
273,id,1,alpha,Central,T18M1,1.3485388937275569
274,id,1,alpha,Central,T23F1,1.2500959482016973
275,id,1,alpha,Central,T23F2,0.993930335460416
276,id,1,alpha,Central,T25F1,1.3612005049101341
277,id,1,alpha,Central,T9F2,1.60796724898219
278,id,1,alpha,Central,W10F2,0.951281006617776
279,id,1,alpha,Central,W17M2,1.034958562197888
280,id,1,alpha,Temporal,F12F2,1.7696001854208798
281,id,1,alpha,Temporal,F12M1,1.2887049022023327
282,id,1,alpha,Temporal,F19M1,1.3689748069496246
283,id,1,alpha,Temporal,F26F2,2.769382985205465
284,id,1,alpha,Temporal,F5M1,1.282771911765406
285,id,1,alpha,Temporal,M22F2,1.2028290899520175
286,id,1,alpha,Temporal,M8M1,1.4103335133793538
287,id,1,alpha,Temporal,M8M2,1.0758811935854353
288,id,1,alpha,Temporal,S20M1,1.111982505381272
289,id,1,alpha,Temporal,S21F1,1.2836749886507453
290,id,1,alpha,Temporal,T11F1,1.3534826554847401
291,id,1,alpha,Temporal,T16F2,1.5697529812747435
292,id,1,alpha,Temporal,T18F2,0.8926247507396311
